,id,type_of_contract,type_of_contract2,channel,datetime,Term,payment_type,product,amount,state,overdue_count,overdue,credit rating,bank,cancellation,age,Mileage
41003,66790987,렌탈,Normal,홈쇼핑/방송,2020-01-14,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
41034,66791789,렌탈,Normal,홈쇼핑/방송,2020-01-14,60,CMS,K1,96900,계약확정,0,없음,6.0,국민은행,정상,46.46341677640735,
41070,66791583,렌탈,Promotion,R관리방판,2020-01-14,60,CMS,K1,105900,계약확정,0,없음,2.0,국민은행,정상,46.54287987801222,
41097,66791437,렌탈,Normal,서비스 방문,2020-01-14,60,CMS,K1,108900,계약확정,0,없음,2.0,하나은행,정상,46.54112542796176,
41109,66789989,렌탈,Normal,서비스 방문,2020-01-14,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
41110,66130464,렌탈,Promotion,R관리방판,2020-01-14,60,CMS,K3,90900,계약확정,0,없음,3.0,우리은행,정상,46.53047051532547,
41123,66789708,렌탈,Package,홈쇼핑/방송,2020-01-14,60,카드이체,K2,81900,계약확정,0,없음,2.0,롯데카드,정상,46.55691547841592,
41209,66791869,렌탈,Package,홈쇼핑/방송,2020-01-14,60,CMS,K2,81900,계약확정,0,없음,2.0,하나은행,정상,46.55691547841592,
41305,66440245,멤버십,TAS,렌탈재계약,2020-01-14,12,CMS,K1,66900,계약확정,0,없음,8.0,농협은행,정상,47.20951349697424,
41403,66791299,렌탈,Promotion,전자랜드,2020-01-14,60,카드이체,K1,96900,계약확정,0,없음,3.0,신한카드,정상,46.52696161522454,
41405,66324838,렌탈,Promotion,R관리방판,2020-01-14,60,CMS,K3,96900,계약확정,0,없음,5.0,국민은행,정상,46.48459838934642,
41418,66791533,렌탈,Normal,렌탈총판,2020-01-14,60,카드이체,K1,105900,계약확정,0,없음,1.0,국민카드,정상,46.56406149095129,
41485,66791309,렌탈,Promotion,전자랜드,2020-01-14,60,CMS,K1,96900,계약확정,0,없음,1.0,경남은행,정상,46.56932484110268,
41534,66790406,렌탈,Normal,영업방판,2020-01-14,60,카드이체,K1,96900,계약확정,0,없음,6.0,롯데카드,정상,46.46341677640735,
41563,66203818,렌탈,Promotion,R관리방판,2020-01-14,60,CMS,K2,90900,계약확정,0,없음,8.0,국민은행,정상,46.42456245063014,
41625,66792316,렌탈,Normal,영업방판,2020-01-15,60,CMS,K1,96900,계약확정,1,있음,6.0,국민은행,정상,46.46341677640735,
41649,66791001,렌탈,Normal,R관리방판,2020-01-15,36,CMS,K2,102900,계약확정,0,없음,2.0,국민은행,정상,46.93009205103289,
41696,66744847,렌탈,Promotion,R관리방판,2020-01-15,60,CMS,K3,96900,계약확정,0,없음,5.0,농협은행,정상,46.48459838934642,
41703,66791835,렌탈,Promotion,서비스 방문,2020-01-15,60,CMS,K1,105900,계약확정,0,없음,6.0,새마을금고,정상,46.45815342625596,
41704,66792113,렌탈,Normal,R관리방판,2020-01-15,60,CMS,K4,126900,계약확정,0,없음,2.0,신한은행,정상,46.53059872765899,
41727,66792277,렌탈,Promotion,R관리방판,2020-01-15,60,카드이체,K2,90900,계약확정,0,없음,1.0,롯데카드,정상,46.5728337412036,
41856,66792136,렌탈,Normal,서비스 방문,2020-01-15,60,카드이체,K2,87900,계약확정,0,없음,1.0,롯데카드,정상,46.57458819125406,
41857,66792294,렌탈,Normal,영업방판,2020-01-15,60,CMS,K1,96900,계약확정,0,없음,4.0,국민은행,정상,46.505780002285476,
41874,66132454,렌탈,Normal,서비스 방문,2020-01-15,60,CMS,K1,96900,계약확정,0,없음,9.0,대구은행,정상,46.399871937590156,
41885,66792056,렌탈,Package,렌탈총판,2020-01-15,60,카드이체,K2,89400,계약확정,0,없음,2.0,롯데카드,정상,46.55252935328976,
41894,66791931,렌탈,Package,렌탈총판,2020-01-15,60,카드이체,K2,89400,계약확정,0,없음,2.0,신한카드,정상,46.55252935328976,
41922,66232589,렌탈,Extension_Rental,R관리방판,2020-01-15,60,CMS,K1,96900,계약확정,0,없음,5.0,국민은행,정상,46.48459838934642,
41923,66791829,렌탈,Promotion,하이마트,2020-01-15,60,CMS,K1,105900,계약확정,0,없음,6.0,외환은행,정상,46.45815342625596,
41944,66239538,렌탈,Promotion,R관리방판,2020-01-15,60,CMS,K2,90900,계약확정,0,없음,1.0,신한은행,정상,46.5728337412036,
41947,66788458,렌탈,Promotion,R관리방판,2020-01-15,60,CMS,K1,105900,계약확정,0,없음,1.0,신한은행,정상,46.56406149095129,
41962,66787016,렌탈,Promotion,홈쇼핑/방송,2020-01-15,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
41973,66791162,렌탈,Normal,R관리방판,2020-01-15,60,CMS,K1,96900,계약확정,0,없음,3.0,우리은행,정상,46.52696161522454,
41984,66792324,렌탈,Normal,R빌리미,2020-01-15,60,카드이체,K1,96900,계약확정,0,없음,1.0,BC카드,정상,46.56932484110268,
41985,66792370,렌탈,Package,렌탈총판,2020-01-15,60,카드이체,K1,104400,계약확정,0,없음,1.0,롯데카드,정상,46.564938715976524,
42019,66790162,렌탈,Normal,R관리방판,2020-01-15,60,CMS,K1,87900,계약확정,0,없음,3.0,신한은행,정상,46.53222496537593,
42021,66791113,렌탈,Normal,렌탈총판,2020-01-15,60,CMS,K2,96900,계약확정,0,없음,2.0,광주은행,정상,46.54814322816361,
42045,66790995,렌탈,Normal,서비스 방문,2020-01-15,60,CMS,K1,96900,계약확정,0,없음,3.0,국민은행,정상,46.52696161522454,
42079,66791790,렌탈,Normal,홈쇼핑/방송,2020-01-15,60,CMS,K1,96900,계약확정,0,없음,6.0,국민은행,정상,46.46341677640735,
42083,66791393,렌탈,Normal,서비스 방문,2020-01-15,60,CMS,K1,96900,계약확정,0,없음,3.0,국민은행,정상,46.52696161522454,
42095,66791515,렌탈,Promotion,R관리방판,2020-01-15,60,CMS,K3,108900,계약확정,0,없음,7.0,국민은행,정상,46.43521736326644,
42117,66167819,렌탈,Normal,서비스 방문,2020-01-15,60,CMS,K1,96900,계약확정,0,없음,6.0,우리은행,정상,46.46341677640735,
42137,66789875,렌탈,Normal,R관리방판,2020-01-15,60,카드이체,K1,96900,계약확정,0,없음,4.0,롯데카드,정상,46.505780002285476,
42280,66792565,렌탈,Normal,홈쇼핑/방송,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
42307,66605418,렌탈,Promotion,렌탈총판,2020-01-16,60,카드이체,K1,105900,계약확정,0,없음,6.0,롯데카드,정상,46.45815342625596,
42313,66791206,렌탈,Promotion,렌탈총판,2020-01-16,60,CMS,K1,105900,계약확정,0,없음,6.0,농협은행,정상,46.45815342625596,
42326,66792714,렌탈,Normal,R관리방판,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,2.0,우리은행,정상,46.54814322816361,
42357,66747571,렌탈,Promotion,R관리방판,2020-01-16,60,CMS,K2,90900,계약확정,0,없음,3.0,새마을금고,정상,46.53047051532547,
42364,66791928,렌탈,Normal,렌탈총판,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,7.0,수협중앙회,정상,46.44223516346828,
42372,66792683,렌탈,Promotion,렌탈총판,2020-01-16,60,카드이체,K1,105900,계약확정,0,없음,1.0,현대카드,정상,46.56406149095129,
42375,66439090,렌탈,Extension_Rental,R관리방판,2020-01-16,60,CMS,K1,102900,계약확정,0,없음,2.0,국민은행,정상,46.544634328062685,
42377,66792713,렌탈,Promotion,서비스 방문,2020-01-16,60,CMS,K1,102900,계약확정,0,없음,1.0,농협은행,정상,46.56581594100175,
42389,66792400,렌탈,Normal,홈쇼핑/방송,2020-01-16,60,CMS,K1,96900,계약확정,1,있음,7.0,국민은행,정상,46.44223516346828,
42400,66791968,렌탈,Normal,R관리방판,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
42431,66791847,렌탈,Normal,홈쇼핑/방송,2020-01-16,60,CMS,K1,96900,계약확정,2,있음,8.0,부산은행,정상,46.421053550529216,
42497,66192325,렌탈,Normal,홈쇼핑/방송,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
42510,66788526,렌탈,Promotion,홈쇼핑/방송,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,8.0,국민은행,정상,46.421053550529216,
42565,66792457,렌탈,Normal,R관리방판,2020-01-16,36,카드이체,K2,102900,계약확정,0,없음,1.0,롯데카드,정상,46.95127366397195,
42572,66792495,렌탈,Normal,렌탈총판,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,3.0,신한은행,정상,46.52696161522454,
42579,66792865,렌탈,Normal,렌탈총판,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
42592,66737961,렌탈,Normal,서비스 방문,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,2.0,농협은행,정상,46.54814322816361,
42680,66791202,렌탈,Promotion,렌탈총판,2020-01-16,60,CMS,K1,105900,계약확정,0,없음,5.0,우리은행,정상,46.47933503919503,
42726,66792488,렌탈,Normal,R관리방판,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,6.0,기업은행,정상,46.46341677640735,
42758,66788736,렌탈,Promotion,R관리방판,2020-01-16,60,카드이체,K1,105900,계약확정,0,없음,3.0,롯데카드,정상,46.52169826507316,
42804,66791503,렌탈,Normal,홈쇼핑/방송,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,2.0,농협은행,정상,46.54814322816361,
42856,66184639,렌탈,Normal,홈쇼핑/인터넷,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,1.0,신한은행,정상,46.56932484110268,
42925,66538711,렌탈,Normal,홈쇼핑/방송,2020-01-16,60,CMS,K1,96900,계약확정,0,없음,3.0,국민은행,정상,46.52696161522454,
42982,66789091,렌탈,Normal,홈쇼핑/방송,2020-01-17,60,카드이체,K1,96900,계약확정,0,없음,1.0,국민카드,정상,46.56932484110268,
43047,66792667,렌탈,Normal,홈쇼핑/방송,2020-01-17,60,CMS,K1,96900,계약확정,0,없음,1.0,신한은행,정상,46.56932484110268,
43119,66793127,렌탈,Promotion,R관리방판,2020-01-17,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
43123,66793206,렌탈,Promotion,영업방판,2020-01-17,60,카드이체,K1,105900,계약확정,0,없음,4.0,신한카드,정상,46.500516652134095,
43156,66792029,렌탈,Promotion,렌탈총판,2020-01-17,60,CMS,K1,105900,계약확정,0,없음,3.0,부산은행,정상,46.52169826507316,
43183,66791833,렌탈,Promotion,홈쇼핑/방송,2020-01-17,60,CMS,K1,96900,계약확정,0,없음,7.0,국민은행,정상,46.44223516346828,
43203,66153068,렌탈,Extension_Rental,R관리방판,2020-01-17,60,CMS,K1,96900,계약확정,0,없음,5.0,대구은행,정상,46.48459838934642,
43242,66307870,렌탈,Normal,R관리방판,2020-01-17,60,CMS,K1,96900,계약확정,0,없음,6.0,우리은행,정상,46.46341677640735,
43283,66792411,렌탈,Package,홈쇼핑/방송,2020-01-17,60,CMS,K1,81900,계약확정,0,없음,6.0,농협은행,정상,46.472189026659656,
43323,66791823,렌탈,Normal,렌탈총판,2020-01-17,60,카드이체,K4,126900,계약확정,0,없음,5.0,BC카드,정상,46.4670538888418,
43338,66792736,렌탈,Promotion,R관리방판,2020-01-17,60,CMS,K3,90900,계약확정,0,없음,1.0,국민은행,정상,46.5728337412036,
43364,66786313,렌탈,Package,R빌리미,2020-01-17,60,CMS,K1,89400,계약확정,0,없음,2.0,국민은행,정상,46.55252935328976,
43377,66439961,멤버십,TAS,R관리방판,2020-01-17,12,CMS,K1,66900,해약확정,0,없음,4.0,농협은행,해약,47.2942399487305,
43424,66791898,렌탈,Normal,홈쇼핑/방송,2020-01-17,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
43472,66793109,렌탈,Promotion,홈쇼핑/방송,2020-01-17,60,카드이체,K1,96900,계약확정,0,없음,6.0,롯데카드,정상,46.46341677640735,
43473,66499830,렌탈,Promotion,R관리방판,2020-01-17,60,카드이체,K1,105900,계약확정,0,없음,4.0,신한카드,정상,46.500516652134095,
43521,66793079,렌탈,Promotion,렌탈총판,2020-01-17,60,카드이체,K1,105900,계약확정,0,없음,4.0,롯데카드,정상,46.500516652134095,
43529,66786162,렌탈,Package,홈쇼핑/방송,2020-01-18,60,카드이체,K1,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
43533,66440516,멤버십,TAS,R관리방판,2020-01-18,12,CMS,K1,66900,계약확정,0,없음,2.0,우리은행,정상,47.33660317460863,
43638,66789903,렌탈,Promotion,R관리방판,2020-01-19,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
43662,66792336,렌탈,Normal,홈쇼핑/인터넷,2020-01-19,60,CMS,K1,96900,계약확정,0,없음,9.0,농협은행,정상,46.399871937590156,
43710,66737100,렌탈,Promotion,R관리방판,2020-01-19,60,CMS,K3,96900,계약확정,0,없음,1.0,광주은행,정상,46.56932484110268,
43733,66746218,렌탈,Promotion,R관리방판,2020-01-19,60,카드이체,K2,90900,계약확정,0,없음,2.0,롯데카드,정상,46.551652128264536,
43770,66440684,렌탈,Extension_Rental,R관리방판,2020-01-19,60,CMS,K1,102900,계약확정,0,없음,4.0,하나은행,정상,46.50227110218456,
43803,66792446,렌탈,Normal,홈쇼핑/방송,2020-01-19,60,CMS,K1,96900,계약확정,0,없음,7.0,부산은행,정상,46.44223516346828,
43832,66792857,렌탈,Normal,홈쇼핑/방송,2020-01-19,60,CMS,K1,96900,계약확정,0,없음,3.0,경남은행,정상,46.52696161522454,
43850,66784826,렌탈,Normal,R관리방판,2020-01-19,60,CMS,K1,118200,계약확정,0,없음,2.0,농협은행,정상,46.53568663280533,
43852,66792899,렌탈,Normal,렌탈총판,2020-01-19,60,CMS,K1,105900,계약확정,0,없음,2.0,우리은행,정상,46.54287987801222,
43853,66791054,렌탈,Promotion,렌탈총판,2020-01-19,60,카드이체,K3,108900,계약확정,0,없음,4.0,삼성카드,정상,46.49876220208363,
43869,66793011,렌탈,Promotion,서비스 방문,2020-01-19,60,CMS,K1,105900,계약확정,0,없음,1.0,국민은행,정상,46.56406149095129,
43885,66793301,렌탈,Normal,R관리방판,2020-01-19,36,CMS,K2,102900,계약확정,0,없음,3.0,국민은행,정상,46.90891043809382,
43930,66793191,렌탈,Normal,영업방판,2020-01-19,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
43954,66790978,렌탈,Package,홈쇼핑/방송,2020-01-19,60,CMS,K2,81900,계약확정,0,없음,5.0,국민은행,정상,46.49337063959872,
43983,66792875,렌탈,Package,R빌리미,2020-01-19,60,CMS,K3,95400,계약확정,2,있음,4.0,국민은행,정상,46.50665722731071,
44004,66793111,렌탈,Extension_Rental,R관리방판,2020-01-19,60,CMS,K1,102900,계약확정,0,없음,4.0,우체국,정상,46.50227110218456,
44008,66793146,렌탈,Normal,R관리방판,2020-01-19,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
44055,66793545,렌탈,Promotion,전자랜드,2020-01-19,60,카드이체,K1,105900,계약확정,0,없음,8.0,BC카드,정상,46.415790200377835,
44129,66793984,렌탈,Promotion,R관리방판,2020-01-20,60,카드이체,K1,105900,계약확정,0,없음,3.0,국민카드,정상,46.52169826507316,
44246,66793975,렌탈,Package,영업방판,2020-01-20,60,CMS,K1,98400,계약확정,0,없음,5.0,SC제일은행,정상,46.48372116432118,
44272,66794108,렌탈,Promotion,영업방판,2020-01-20,60,CMS,K1,105900,계약확정,0,없음,9.0,우체국,정상,46.39460858743877,
44292,66441068,렌탈,Package,R렌탈운영,2020-01-20,60,CMS,K1,98400,계약확정,0,없음,4.0,신한은행,정상,46.50490277726025,
44315,66792041,렌탈,Promotion,R관리방판,2020-01-20,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
44316,66794115,렌탈,Normal,홈쇼핑/방송,2020-01-20,60,CMS,K1,96900,계약확정,0,없음,1.0,기업은행,정상,46.56932484110268,
44359,66274096,렌탈,Extension_Rental,R관리방판,2020-01-20,60,CMS,K1,102900,계약확정,0,없음,1.0,국민은행,정상,46.56581594100175,
44445,66794042,렌탈,Promotion,R관리방판,2020-01-20,60,CMS,K3,96900,계약확정,0,없음,1.0,씨티은행,정상,46.56932484110268,
44447,66780041,렌탈,Package,홈쇼핑/방송,2020-01-20,60,카드이체,K2,81900,계약확정,0,없음,2.0,롯데카드,정상,46.55691547841592,
44472,66695650,렌탈,Promotion,R관리방판,2020-01-20,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
44475,66794268,렌탈,Promotion,이마트,2020-01-20,60,CMS,K1,96900,계약확정,0,없음,3.0,기업은행,정상,46.52696161522454,
44477,66794158,렌탈,Promotion,R관리방판,2020-01-20,60,카드이체,K2,90900,계약확정,0,없음,2.0,롯데카드,정상,46.551652128264536,
44487,66790571,렌탈,Normal,R관리방판,2020-01-20,60,카드이체,K1,105900,계약확정,0,없음,4.0,롯데카드,정상,46.500516652134095,
44492,66160630,렌탈,Extension_Rental,R관리방판,2020-01-20,60,CMS,K1,102900,계약확정,0,없음,2.0,기업은행,정상,46.544634328062685,
44539,66793671,렌탈,Promotion,홈쇼핑/방송,2020-01-20,60,CMS,K1,96900,계약확정,1,있음,7.0,국민은행,정상,46.44223516346828,
44583,66177900,렌탈,Extension_Rental,R관리방판,2020-01-20,60,카드이체,K1,96900,계약확정,0,없음,6.0,롯데카드,정상,46.46341677640735,
44644,66125754,렌탈,Extension_Rental,R관리방판,2020-01-20,60,CMS,K1,96900,계약확정,0,없음,3.0,국민은행,정상,46.52696161522454,
44682,66792337,렌탈,Promotion,R관리방판,2020-01-20,60,CMS,K1,105900,계약확정,0,없음,1.0,국민은행,정상,46.56406149095129,
44744,66794352,렌탈,Normal,홈쇼핑/방송,2020-01-21,60,CMS,K1,96900,계약확정,0,없음,2.0,우리은행,정상,46.54814322816361,
44762,66250370,렌탈,Promotion,R관리방판,2020-01-21,60,카드이체,K2,90900,계약확정,0,없음,3.0,롯데카드,정상,46.53047051532547,
44770,66238455,렌탈,Extension_Rental,서비스 방문,2020-01-21,60,CMS,K1,96900,계약확정,0,없음,5.0,농협은행,정상,46.48459838934642,
44775,66794431,렌탈,Normal,렌탈총판,2020-01-21,60,카드이체,K1,96900,계약확정,0,없음,6.0,롯데카드,정상,46.46341677640735,
44821,66794562,렌탈,Normal,렌탈총판,2020-01-21,60,카드이체,K1,87900,계약확정,0,없음,1.0,BC카드,정상,46.57458819125406,
44866,66794337,렌탈,Normal,영업방판,2020-01-21,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
44872,66793591,렌탈,Promotion,하이마트,2020-01-21,60,카드이체,K2,87900,계약확정,0,없음,2.0,현대카드,정상,46.553406578315,
44878,66684391,렌탈,Normal,렌탈총판,2020-01-21,36,CMS,K2,108900,계약확정,0,없음,1.0,유안타증권,정상,46.94776476387103,
44905,66502544,렌탈,Promotion,R관리방판,2020-01-21,60,CMS,K2,90900,계약확정,0,없음,2.0,국민은행,정상,46.551652128264536,
44914,66792040,렌탈,Normal,홈쇼핑/방송,2020-01-21,60,CMS,K1,96900,계약확정,0,없음,2.0,국민은행,정상,46.54814322816361,
44922,66793069,렌탈,Package,R관리방판,2020-01-21,60,카드이체,K1,98400,계약확정,0,없음,4.0,삼성카드,정상,46.50490277726025,
44946,66336780,렌탈,Normal,홈쇼핑/방송,2020-01-21,60,카드이체,K1,96900,계약확정,0,없음,4.0,신한카드,정상,46.505780002285476,
